provider,slug,document,file,pattern,snippet
Databank Brokerage,broker-databank-brokerage,https://www.databankgroup.com/wp-content/uploads/2018/08/DISCLAIMERS.docx,data\provider-docs\broker-databank-brokerage\DISCLAIMERS.docx,"held, not read","not a PDF, or no text layer"
Databank Brokerage,broker-databank-brokerage,https://www.databankgroup.com/wp-content/uploads/2018/08/COMPLAINTS-PROCESS.docx,data\provider-docs\broker-databank-brokerage\COMPLAINTS-PROCESS.docx,"held, not read","not a PDF, or no text layer"
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/09/Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,rate,"interest income, 97.2%"
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/09/Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,rate,deposits increased by 48.8%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/09/Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,rate,"interest income rose by 83%, and net fees and commission income by 33%"
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/09/Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,commission,commission income by 33%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/09/Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Ghana_Market_Insights_Sep_2026_Edition.pdf,fee,monthly USD1.0
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/09/Laurus_Africa_Inflation_Review_Aug_2026.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Inflation_Review_Aug_2026.pdf,fee,monthly momentum at 0.5%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/09/Laurus_Africa_Inflation_Review_Aug_2026.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Inflation_Review_Aug_2026.pdf,fee,monthly reading would pull the annual rate down to about 4.1%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/09/Laurus_Africa_Inflation_Review_Aug_2026.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Inflation_Review_Aug_2026.pdf,fee,"monthly inflation, averaging about 1.1%"
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,rate,deposit ( 30.92%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,rate,"Interest Margin (NIM) came in at a healthy 77%, well above the 4 8%"
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,rate,"deposit touched an all-time-high in 1HY-2026, with a YTD expansion of 17.24%"
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,commission,commission & fees income increased 32.58%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,commission,commission income surged by 32.58%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Equity_Research_CAL_Company_Update_.pdf,commission,Commission 52 57 69 33% 20% 49 41%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus-Africa_Equity-Research_GCB-Q2-26-Earnings-Report.pdf,data\provider-docs\broker-laurus-securities\Laurus-Africa_Equity-Research_GCB-Q2-26-Earnings-Report.pdf,rate,lending and investment recorded a combined growth of 86.42%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus-Africa_Equity-Research_GCB-Q2-26-Earnings-Report.pdf,data\provider-docs\broker-laurus-securities\Laurus-Africa_Equity-Research_GCB-Q2-26-Earnings-Report.pdf,rate,"interest rates environment, with money market rates below 10%"
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus-Africa_Equity-Research_GCB-Q2-26-Earnings-Report.pdf,data\provider-docs\broker-laurus-securities\Laurus-Africa_Equity-Research_GCB-Q2-26-Earnings-Report.pdf,rate,"Interest Income 1,059 1,128 1,214 15% 8% 1,382 -12%"
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus-Africa_Equity-Research_GCB-Q2-26-Earnings-Report.pdf,data\provider-docs\broker-laurus-securities\Laurus-Africa_Equity-Research_GCB-Q2-26-Earnings-Report.pdf,commission,Commission 189 317 342 81% 8% 246 39%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus_Africa_Inflation_Review_Jul-2026.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Inflation_Review_Jul-2026.pdf,rate,base effect remains important: CPI fell 1.3%
Laurus Securities,broker-laurus-securities,https://laurusafrica.com/wp-content/uploads/2026/08/Laurus_Africa_Inflation_Review_Jul-2026.pdf,data\provider-docs\broker-laurus-securities\Laurus_Africa_Inflation_Review_Jul-2026.pdf,fee,monthly inflation almost flat at 0.1%
